feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,target_variable
0.44,561.45,0.3,231.46,2.4,1.55,0.36,1.74,2.7,0.4,477.3,5.58,0.54,0.22,0.19,1.55,2.43,64.1,-0.02,0.02,500.0,231.46,0.9,61.43,0.0,0.01,0.7,0.7,0.037499999999999895
0.43,820.53,0.45,286.21,3.55,2.53,1.11,1.94,2.93,0.79,337.16,7.08,0.98,0.18,0.1,2.54,2.58,187.22,-0.01,0.01,500.0,286.21,2.03,44.02,0.0,0.01,0.45999999999999996,0.45999999999999996,-0.5393258426966292
0.43,786.18,0.58,306.32,3.45,1.55,0.99,1.89,2.9,0.83,354.12,5.42,1.04,0.56,0.21,1.65,2.55,163.53,0.04,0.01,500.0,306.32,1.97,41.41,0.0,0.0,,,-0.5529411764705883
0.44,629.8,0.45,316.28,2.79,1.55,0.62,1.85,2.81,0.5,393.38,5.51,0.79,0.31,0.28,1.55,2.56,86.62,0.0,0.02,500.0,316.28,1.24,31.84,0.0,0.0,,,-0.3333333333333333
0.44,621.43,0.45,299.47,2.7,1.55,0.62,1.83,2.79,0.5,404.07,5.07,0.7,0.3,0.27,1.55,2.53,69.54,0.0,0.02,500.0,299.47,1.19,37.85,0.0,0.0,0.62,0.62,-0.21333333333333337
0.0,228.04,0.65,171.88,0.0,1.04,0.48,1.74,2.91,0.2,493.02,6.21,0.1,0.27,0.07,1.02,1.96,188.12,-0.03,0.01,0.0,171.88,1.0,104.28,0.0,0.01,0.16999999999999998,0.16999999999999998,1.0
0.0,192.86,0.22,132.31,0.0,2.22,0.64,1.82,3.11,0.0,457.74,5.64,0.0,0.15,0.15,2.23,2.09,157.06,0.0,0.01,0.0,132.31,1.15,137.28,0.0,0.02,0.15999999999999998,0.15999999999999998,0.3783783783783784
0.0,134.14,1.43,123.62,0.0,2.12,1.75,1.7,4.79,0.04,471.99,9.22,0.28,0.41,0.22,3.96,2.04,43.45,0.0,0.01,0.0,59.84,0.98,120.33,0.0,0.06,0.19999999999999996,0.19999999999999996,0.06521739130434775
0.0,91.13,0.78,195.65,0.0,1.26,1.3,1.68,3.53,0.57,455.41,6.75,0.66,0.58,0.4,3.98,1.95,76.0,0.01,0.01,0.0,151.7,0.73,107.45,0.0,0.12,0.16,0.16,-0.875
2.66,304.7,2.38,157.12,0.44,1.14,2.36,4.03,5.59,1.27,212.0,7.64,0.13,1.96,0.25,1.14,3.93,49.35,0.14,0.04,304.7,157.12,0.13,49.37,5.84,0.02,2.71,2.71,-0.16923076923076918
7.22,143.74,1.16,119.55,1.19,3.28,1.31,4.0,5.91,0.57,342.51,6.2,0.25,2.1,0.42,3.28,4.88,121.03,0.37,0.06,143.74,119.55,1.15,29.68,7.43,0.17,3.0100000000000002,3.0100000000000002,-0.75
6.92,382.55,1.89,196.03,0.34,5.72,1.77,4.3,5.3,0.67,127.56,5.23,1.0,1.41,0.14,3.28,5.31,107.91,0.37,0.09,469.85,170.03,1.51,16.22,0.09,0.08,3.9300000000000006,3.9300000000000006,-0.31176470588235294
6.09,483.04,1.55,156.52,0.36,5.72,1.75,3.87,5.3,0.63,315.04,5.77,0.63,0.93,0.13,5.72,4.95,133.76,0.05,0.09,484.06,156.52,1.29,22.45,0.02,0.03,3.44,3.44,-0.25000000000000006
5.97,455.07,1.95,237.94,0.78,5.72,1.75,3.98,5.25,0.19,312.66,6.67,0.41,1.28,0.15,5.72,4.95,134.99,0.31,0.09,500.0,237.94,1.99,13.44,0.0,0.02,3.27,3.27,-0.5131578947368421
5.9,493.65,1.68,189.87,0.22,5.72,1.75,3.88,5.27,0.75,307.82,4.28,0.8,1.0,0.13,5.72,4.89,156.81,-0.34,0.08,500.0,189.87,1.23,19.44,0.0,0.07,3.3,3.3,-0.21323529411764708
5.48,531.75,1.65,196.48,0.31,5.72,1.75,3.76,5.22,0.61,285.01,5.3,0.61,1.9,0.11,5.72,4.76,124.9,0.24,0.07,500.0,196.48,1.19,21.68,0.0,0.03,3.12,3.12,-0.36641221374045807
5.76,403.71,1.57,76.33,0.53,5.72,1.65,3.58,5.1,0.16,253.45,5.15,0.14,1.84,0.08,5.72,4.81,37.33,0.36,0.07,403.71,76.33,1.04,33.16,0.53,0.03,3.45,3.45,-0.23200000000000004
6.05,132.65,1.1,177.26,1.3,3.28,1.33,3.83,5.54,0.57,285.0,6.18,0.16,0.99,0.3,3.28,4.79,138.73,0.16,0.04,132.65,177.26,1.31,36.34,7.7,0.02,3.1799999999999997,3.1799999999999997,-0.7386363636363636
6.31,155.34,1.03,167.52,1.24,3.28,1.28,3.58,5.35,0.57,292.0,7.68,0.14,0.97,0.32,3.28,4.53,158.55,0.02,0.04,155.34,167.52,1.24,36.76,6.97,0.03,3.1999999999999997,3.1999999999999997,-0.6818181818181818
5.33,374.99,1.23,61.62,0.54,3.28,1.42,2.78,4.05,0.22,239.2,6.34,0.37,0.81,0.1,3.28,3.78,23.54,0.13,0.05,374.99,61.62,0.87,37.2,0.97,0.04,3.3899999999999997,3.3899999999999997,-0.36507936507936506
2.01,252.94,1.74,227.76,0.37,4.47,1.57,3.52,4.86,0.58,293.15,11.02,0.44,1.76,0.2,4.3,4.28,119.29,-0.08,0.03,252.94,227.76,0.23,78.96,6.15,0.27,1.5099999999999998,1.5099999999999998,-0.23404255319148934
2.02,298.8,1.66,154.42,0.08,4.47,1.52,3.49,4.56,0.38,231.59,5.16,0.3,1.27,0.19,4.47,4.19,113.12,0.09,0.03,298.8,154.42,0.13,108.08,4.58,0.02,1.1800000000000002,1.1800000000000002,-0.6533333333333333
2.32,300.36,1.62,224.34,0.27,4.47,1.26,3.56,4.88,0.16,382.1,9.09,0.17,1.89,0.19,4.47,4.36,138.43,0.26,0.03,300.36,224.34,0.47,82.69,4.52,0.15,1.59,1.59,-0.8651685393258427
2.33,287.64,1.7,258.89,0.21,4.47,1.41,3.54,4.96,0.19,375.78,7.52,0.18,2.49,0.19,4.47,4.35,114.9,0.13,0.03,287.64,258.89,0.32,69.45,5.02,0.11,1.7,1.7,-0.7582417582417583
2.31,304.54,1.62,209.07,0.12,4.47,1.26,3.56,4.85,0.41,373.89,5.57,0.32,1.59,0.19,4.47,4.36,151.88,-0.31,0.03,304.54,209.07,0.12,88.64,4.36,0.01,1.6700000000000002,1.6700000000000002,-0.44943820224719105
1.39,584.78,6.14,274.64,1.19,2.3,6.4,1.99,4.02,1.35,75.15,5.6,1.83,5.25,0.02,2.3,2.12,46.11,2.12,0.04,500.0,274.64,1.43,36.51,0.0,0.19,0.41999999999999993,0.41999999999999993,-0.21428571428571436
0.47,65.41,0.9,233.77,0.4,1.26,1.03,1.47,4.58,0.89,373.23,9.56,0.63,0.95,1.53,2.12,1.61,108.56,0.07,0.11,136.27,160.49,0.04,20.92,3.24,0.03,0.34999999999999987,0.34999999999999987,-0.39010989010989006
5.89,403.51,1.76,421.89,1.14,5.72,2.15,4.13,4.95,0.27,210.63,6.64,0.96,1.34,1.82,3.28,5.0,31.44,0.08,0.1,500.0,267.74,2.28,4.34,0.26,0.07,2.97,2.97,-0.735632183908046
2.72,385.31,1.74,180.71,1.99,3.59,1.56,3.06,5.44,1.37,273.17,5.37,1.19,1.08,0.11,3.59,3.28,100.82,-0.03,0.04,385.31,180.71,1.17,40.28,2.12,0.03,1.32,1.32,-0.27272727272727276
2.72,352.1,1.75,212.89,1.67,3.59,1.57,3.09,5.59,1.63,266.99,6.47,1.36,4.06,0.13,3.59,3.29,72.71,0.82,0.04,352.1,212.89,0.96,32.8,3.41,0.38,1.36,1.36,-0.16513761467889912
2.72,359.55,1.75,197.57,2.04,3.59,1.56,3.07,5.49,1.3,278.0,6.11,1.06,2.39,0.13,3.59,3.28,77.12,0.65,0.04,359.55,197.57,1.29,36.3,3.09,0.05,1.3399999999999999,1.3399999999999999,-0.3227272727272728
2.64,153.37,2.06,184.9,1.14,1.14,2.1,3.34,5.61,1.26,108.67,7.0,0.3,3.3,0.31,1.14,3.3,62.39,0.37,0.04,153.37,184.9,0.96,29.73,12.39,0.44,2.1,2.1,-0.12068965517241383
2.73,357.23,2.64,134.58,2.81,3.86,2.01,2.88,4.41,0.81,265.23,13.53,0.64,2.78,0.16,3.86,3.2,25.18,0.62,0.04,357.23,134.58,1.97,62.25,3.1,0.31,1.1500000000000001,1.1500000000000001,-0.37951807228915657
2.75,182.79,1.24,248.79,1.93,3.97,1.36,3.12,5.45,1.39,196.37,4.81,0.83,0.85,0.24,3.97,3.25,98.63,0.07,0.04,182.79,248.79,1.64,24.46,10.93,0.0,1.4100000000000001,1.4100000000000001,-0.0638297872340425
2.71,571.94,1.49,118.45,2.38,3.59,2.06,3.13,4.78,1.11,163.88,4.37,1.05,1.12,0.01,3.59,3.47,57.99,-0.17,0.06,500.0,118.45,0.98,70.86,0.0,0.0,1.1,1.1,-0.40816326530612246
2.71,474.92,1.3,178.85,1.94,3.59,1.54,3.11,5.81,1.37,245.99,4.2,1.27,1.24,0.06,3.59,3.35,133.02,0.41,0.05,474.92,178.85,0.87,42.49,0.05,0.05,1.3000000000000003,1.3000000000000003,-0.3136363636363637
2.74,286.63,1.49,98.16,2.56,3.97,1.63,2.82,4.52,1.17,239.05,5.0,0.92,2.04,0.21,3.97,3.26,163.64,-0.05,0.05,286.63,98.16,1.89,45.82,6.22,0.03,1.33,1.33,0.047619047619047665
0.0,469.03,2.16,28.04,0.0,7.39,2.47,6.23,6.65,0.83,163.02,5.67,0.94,2.35,0.26,7.39,6.89,15.77,0.44,0.07,0.0,28.04,2.16,143.62,0.0,0.07,1.0,1.0,0.014705882352941025
0.0,435.54,2.9,51.41,0.0,7.39,4.57,5.25,5.99,1.5,92.9,6.4,1.78,4.51,0.23,7.39,5.81,67.47,0.03,0.19,0.0,51.41,1.34,108.25,0.0,0.25,1.31,1.31,1.1374999999999997
0.0,591.76,1.79,99.7,0.0,10.23,3.09,9.3,9.53,0.51,126.39,5.69,0.4,1.6,0.08,10.23,10.25,59.68,-0.18,0.09,0.0,99.7,1.09,88.32,0.0,0.0,0.7,0.7,-0.5338983050847457
0.0,753.17,5.05,128.21,0.0,3.84,3.8,3.49,7.71,1.04,81.94,7.1,0.52,2.1,,10.23,3.84,24.64,-0.21,,0.0,346.58,2.96,21.27,0.0,0.12,,,
,1193.18,1.38,191.49,0.0,15.27,1.81,11.07,10.36,2.07,17.68,8.32,0.26,1.57,0.12,15.27,12.91,10.57,-0.17,0.1,0.0,191.49,6.43,25.61,0.0,,,,4.1
0.0,574.48,2.14,78.9,0.0,10.23,4.18,9.28,9.71,0.72,125.12,7.44,0.65,0.93,0.08,10.23,10.25,75.88,-0.23,0.07,0.0,78.9,0.83,92.15,0.0,,0.7,0.7,-0.41791044776119407
1.11,81.56,1.15,259.81,1.18,2.3,1.7,2.14,5.38,0.2,148.4,5.58,0.86,0.45,0.11,2.3,2.31,150.91,0.11,0.04,81.56,259.81,1.22,12.26,8.94,0.0,1.08,1.08,-0.04729729729729734
1.35,47.64,5.59,205.98,1.22,2.3,3.76,2.14,5.47,1.41,99.44,5.07,1.41,4.04,0.18,3.24,2.31,44.85,1.03,0.05,47.64,205.98,1.13,7.76,11.6,0.17,0.6400000000000001,0.6400000000000001,0.11818181818181807
0.0,280.02,1.57,139.33,0.0,10.23,2.98,9.36,7.27,0.71,170.32,6.91,0.76,3.08,0.08,10.23,10.28,39.65,-0.31,0.06,0.0,139.33,0.43,66.15,0.0,0.06,0.7,0.7,-0.6176470588235293
0.0,246.46,1.12,243.84,0.04,10.23,2.98,9.34,6.04,0.56,149.54,6.26,0.8,0.93,2.04,10.23,10.26,77.54,0.03,0.1,65.06,186.68,0.52,52.43,1.39,0.01,0.71,0.71,-0.6666666666666666
0.0,265.46,4.95,209.41,0.0,10.23,4.01,9.27,7.42,0.95,132.98,9.77,1.38,1.45,0.08,10.23,10.23,28.99,0.47,0.19,0.0,91.43,0.08,56.84,0.0,0.09,0.7,0.7,-0.5309734513274336
0.96,206.09,1.05,255.86,0.68,1.83,2.98,1.73,4.93,0.06,137.47,24.38,0.05,0.77,3.4,1.83,1.78,81.32,0.15,0.14,206.09,167.32,1.02,53.37,5.41,,0.79,0.79,-0.6029411764705882
1.19,154.38,2.66,317.94,2.07,2.3,2.36,2.07,4.37,0.34,88.26,4.41,0.41,1.35,0.06,1.64,2.25,60.2,0.21,0.04,154.38,317.94,2.16,23.05,5.82,0.05,0.49999999999999994,0.49999999999999994,-0.014084507042253534
1.23,233.06,1.17,239.81,2.57,2.3,2.5,2.04,3.89,0.47,129.43,18.07,0.13,0.7,0.04,2.3,2.22,92.66,0.14,0.03,233.06,239.81,2.68,45.2,4.0,,,,-0.4909090909090909
1.47,41.46,1.55,178.58,0.27,2.3,3.71,2.15,5.47,2.76,179.12,4.38,2.51,1.2,0.16,3.09,2.31,85.13,0.01,0.05,41.46,178.58,0.37,8.6,10.53,0.01,1.42,1.42,-0.1044444444444444
0.0,621.16,4.8,0.0,0.0,0.0,5.48,0.0,4.72,0.28,66.16,8.62,0.0,2.16,,3.24,0.0,49.78,-0.13,,0.0,176.87,2.13,,,,,,
0.0,524.57,4.18,78.86,0.0,3.24,2.98,3.09,3.99,0.81,29.29,4.95,1.04,2.38,0.57,3.24,3.44,32.12,0.33,0.12,0.0,78.86,1.85,71.35,0.0,0.16,1.1300000000000001,1.1300000000000001,-0.32499999999999996
1.32,388.0,1.02,105.36,2.76,2.3,1.38,1.86,2.65,0.1,144.08,15.74,0.19,1.59,0.02,2.3,2.05,167.64,-0.01,0.03,388.0,105.36,2.91,83.15,0.76,,,,-0.5106382978723404
1.53,178.58,1.33,219.48,0.52,3.68,1.19,3.38,5.04,0.89,274.15,4.96,0.6,1.34,0.12,3.68,3.98,5.66,0.63,0.05,178.58,219.48,0.49,39.97,9.86,0.04,0.8899999999999999,0.8899999999999999,-0.13103448275862065
1.62,182.63,1.17,241.77,0.92,3.68,1.37,3.44,4.9,1.13,210.39,7.56,0.93,1.16,0.17,3.68,4.11,8.55,-0.07,0.04,182.63,241.77,0.85,57.8,8.83,0.03,1.05,1.05,0.4752475247524752
1.51,134.25,0.95,280.17,0.74,3.68,1.22,3.45,5.11,0.85,237.52,6.65,0.56,0.78,0.18,3.68,4.12,54.97,0.1,0.05,134.25,280.17,0.68,39.02,10.05,0.0,1.0499999999999998,1.0499999999999998,0.0
1.61,165.4,1.25,275.74,0.79,3.68,1.59,3.47,5.01,0.9,210.97,5.87,0.69,0.55,0.19,3.68,4.17,48.26,-0.16,0.05,165.4,275.74,0.73,50.82,9.02,0.14,1.19,1.19,0.11504424778761073
3.54,483.51,0.99,226.25,0.7,4.47,1.04,3.69,5.01,0.13,371.52,7.6,0.13,1.53,0.14,4.47,4.6,146.67,0.13,0.04,483.51,226.25,1.18,74.85,0.04,0.12,1.96,1.96,-0.9876543209876543
3.94,453.28,1.22,220.05,0.78,3.28,1.39,3.5,5.0,0.29,251.59,7.86,0.39,2.67,0.13,3.28,4.4,50.95,0.47,0.04,453.28,220.05,1.25,45.81,0.33,0.24,2.35,2.35,-0.9827586206896551
5.26,382.87,3.25,85.47,0.57,3.28,4.19,3.88,6.74,0.87,195.81,5.77,0.29,2.49,0.49,16.49,4.67,70.98,0.92,0.11,382.87,85.47,0.57,13.57,1.7,0.12,4.08,4.08,-0.5818181818181819
4.06,392.93,1.8,109.21,0.17,3.28,1.47,3.01,4.51,0.15,403.31,5.26,0.32,2.63,0.15,3.28,3.9,55.21,0.09,0.04,392.93,109.21,0.46,34.26,1.69,0.1,2.94,2.94,-0.3564356435643564
4.2,372.47,1.75,70.09,0.16,3.28,1.42,2.73,4.1,0.24,498.47,5.6,0.5,2.39,0.17,3.28,3.56,123.51,-0.2,0.05,372.47,70.09,0.44,35.05,2.7,0.14,3.09,3.09,-0.25
3.72,369.43,1.78,130.9,0.37,3.28,1.47,3.14,4.71,0.26,403.75,7.19,0.53,2.48,0.16,3.28,4.02,60.71,0.63,0.04,369.43,130.9,0.68,34.61,2.25,0.04,2.81,2.81,-0.7317073170731707
1.72,202.07,1.73,248.79,0.52,3.68,1.67,3.48,4.9,0.69,247.26,5.83,0.52,1.67,0.19,3.68,4.18,49.75,0.77,0.04,202.07,248.79,0.42,66.61,7.87,0.04,1.2399999999999998,1.2399999999999998,-0.27999999999999997
2.31,85.23,1.09,254.16,0.26,1.83,1.26,1.77,3.92,1.13,56.97,8.34,1.63,1.17,0.08,1.83,1.87,2.5,-0.29,0.13,85.23,254.16,0.15,38.92,12.1,0.09,0.6200000000000001,0.6200000000000001,-0.24545454545454556
1.26,138.24,1.07,217.86,0.17,1.83,1.7,1.75,3.76,0.6,55.0,22.72,0.78,0.8,0.15,1.83,1.84,109.4,0.1,0.12,138.24,217.86,0.35,56.72,16.63,,0.29000000000000004,0.29000000000000004,-0.12925170068027209
1.23,130.35,1.29,224.48,0.27,1.83,2.24,1.75,3.84,0.54,55.91,9.07,0.68,0.97,0.15,1.83,1.83,141.38,0.34,0.12,130.35,224.48,0.43,53.92,16.45,,0.22999999999999998,0.22999999999999998,-0.13605442176870747
1.34,15.79,2.34,237.43,0.13,1.83,4.13,1.74,4.28,0.9,98.63,11.56,1.05,1.31,0.2,1.83,1.82,50.93,-0.11,0.15,15.79,237.43,0.13,48.82,14.74,,0.22999999999999998,0.22999999999999998,0.11309523809523819
0.0,465.19,3.1,99.33,0.0,10.23,4.18,9.56,9.29,0.2,199.26,4.3,0.21,3.09,0.08,10.23,10.28,23.93,-0.18,0.1,0.0,99.33,1.43,85.5,0.0,0.05,0.45999999999999996,0.45999999999999996,-0.8247422680412371
0.0,475.02,6.69,20.61,0.0,10.23,4.18,10.04,9.97,0.87,163.75,5.44,0.86,5.13,0.08,10.23,10.13,17.72,0.21,0.04,0.0,20.61,0.62,98.07,0.0,0.51,0.7000000000000001,0.7000000000000001,-0.3623188405797101
0.0,365.94,2.33,64.45,0.0,10.23,3.49,9.43,9.4,0.25,196.63,4.94,0.25,0.93,0.08,10.23,10.38,51.53,0.17,0.03,0.0,64.45,1.03,85.45,0.0,0.09,0.66,0.66,-0.8115942028985507
0.0,510.18,3.77,124.17,0.0,10.23,3.82,9.52,9.05,0.53,165.37,4.89,0.46,3.33,0.08,10.23,10.28,9.94,0.86,0.13,0.0,124.17,0.98,79.81,0.0,0.04,0.7,0.7,-0.5084745762711864
1.49,198.15,2.21,74.31,1.03,2.12,1.84,2.45,3.02,0.13,175.93,5.44,0.09,0.71,0.13,2.12,2.55,115.93,0.1,0.07,286.96,74.31,0.43,41.43,1.75,0.08,,,-1.0
0.0,270.87,3.22,500.0,0.0,15.27,5.46,11.98,3.87,0.12,159.65,6.0,5.43,1.14,,2.12,13.86,151.16,0.02,,0.0,165.75,0.75,0.0,0.0,0.14,,,
1.45,215.01,1.79,62.56,1.14,2.12,1.84,2.61,3.27,0.06,191.41,8.68,0.25,0.83,0.12,2.12,2.79,134.09,0.26,0.06,265.87,62.56,0.66,49.6,1.99,0.02,,,-1.0
0.0,423.12,4.29,174.46,0.0,7.39,6.0,5.0,7.03,0.35,61.04,12.75,2.51,0.5,0.17,7.39,5.54,98.94,-0.08,0.19,0.0,81.55,0.71,50.93,0.0,,1.27,1.27,3.5909090909090904
0.0,416.76,3.58,63.31,0.0,7.39,4.7,5.16,6.27,0.92,93.32,7.15,1.58,1.23,0.18,7.39,5.71,107.47,0.5,0.18,0.0,63.31,1.57,87.58,0.0,,1.29,1.29,1.2133333333333332
0.0,462.01,4.05,158.2,0.0,33.74,6.0,18.21,7.24,0.49,74.2,5.76,2.07,1.66,12.25,7.39,20.9,131.81,0.3,0.13,0.0,63.59,1.43,73.71,0.0,,1.2599999999999998,1.2599999999999998,0.16666666666666663
1.44,90.07,1.56,332.23,0.45,3.28,1.37,3.48,5.55,0.26,200.32,7.37,0.25,3.02,0.24,3.28,4.22,202.48,0.52,0.06,90.07,332.23,0.42,10.96,10.62,0.2,1.54,1.54,-0.14285714285714285
1.59,180.21,1.29,123.67,0.46,3.94,1.28,3.33,6.21,0.94,288.63,7.35,0.41,1.54,0.12,3.94,4.04,146.01,-0.03,0.08,180.21,123.67,0.43,6.97,9.18,0.1,2.36,2.36,-0.02439024390243891
3.98,363.68,2.62,107.24,0.45,3.36,3.47,3.76,6.8,1.45,231.15,5.54,0.73,1.48,0.24,6.97,4.54,124.88,-0.32,0.11,363.68,107.24,0.4,11.2,2.35,0.02,3.9499999999999997,3.9499999999999997,-0.15348837209302318
1.84,333.27,4.58,48.34,0.51,3.94,2.91,3.22,5.55,1.33,211.04,5.8,1.04,1.24,0.14,3.94,3.84,38.22,0.07,0.13,333.27,48.34,0.57,7.46,4.11,0.04,3.2100000000000004,3.2100000000000004,0.2584269662921349
2.27,200.56,1.74,179.86,1.23,3.28,1.54,3.5,5.87,1.2,177.34,29.82,0.61,0.64,0.24,3.28,4.29,321.38,-0.14,0.06,200.56,179.86,1.1,16.26,7.74,,2.6300000000000003,2.6300000000000003,0.23913043478260876
2.0,178.89,1.49,258.78,0.18,3.28,1.56,3.44,5.46,0.1,217.8,5.87,0.49,2.13,0.23,3.28,4.23,240.21,0.79,0.05,178.89,258.78,0.09,16.7,8.46,0.05,2.21,2.21,-0.5384615384615385
1.59,120.21,1.58,305.24,0.93,3.28,1.56,3.47,5.54,0.69,232.01,5.95,0.27,1.19,0.24,3.28,4.24,229.42,-0.42,0.06,120.21,305.24,0.87,11.92,9.98,0.05,1.79,1.79,0.3297872340425533
3.8,337.22,1.29,85.43,0.15,3.28,1.66,3.72,6.6,0.65,293.94,5.02,0.1,1.01,0.2,6.97,4.5,151.78,0.34,0.1,337.22,85.43,0.21,12.81,3.28,0.03,3.8199999999999994,3.8199999999999994,-0.3491124260355029
1.31,252.31,1.04,248.5,1.46,2.3,1.08,2.19,6.37,0.35,200.12,3.97,1.04,0.71,0.08,10.23,2.37,183.68,-0.18,0.02,252.31,248.5,1.5,33.57,4.85,0.03,1.92,1.92,0.015503875968992262
1.34,268.63,1.1,236.88,1.92,2.3,1.57,2.19,6.7,0.14,202.03,11.37,0.58,0.95,0.08,10.23,2.38,155.2,0.22,0.02,268.63,236.88,1.92,31.85,4.41,,,,-0.22727272727272735
1.48,365.39,2.29,252.99,1.24,2.3,2.2,2.21,8.35,0.54,103.96,6.6,1.38,1.92,0.08,10.23,2.39,53.18,0.36,0.03,365.39,152.34,1.18,32.52,1.73,0.05,2.4099999999999997,2.4099999999999997,0.046979865771812124
1.37,241.02,1.9,168.45,1.32,2.3,1.57,2.18,7.0,0.25,228.17,7.08,0.62,0.86,0.09,10.23,2.36,119.31,0.03,0.03,241.02,168.45,1.3,15.15,5.98,0.05,2.54,2.54,-0.03378378378378381
1.33,290.03,1.16,286.9,2.0,2.3,1.21,2.21,6.11,0.09,159.79,13.05,0.7,1.58,0.07,10.23,2.4,185.51,-0.18,0.02,290.03,280.92,2.03,51.93,3.49,,,,-0.25454545454545463
,821.56,8.71,9.43,0.0,13.06,16.24,9.23,10.31,0.94,44.96,7.21,0.95,6.81,0.42,13.06,10.38,36.14,0.04,0.05,0.0,9.43,1.01,47.79,0.0,0.47,3.0399999999999996,3.0399999999999996,-0.23943661971830976
,1429.24,10.14,43.69,0.0,14.0,9.39,13.34,11.85,1.31,149.38,7.11,1.29,9.18,0.0,14.0,11.99,18.54,0.06,0.01,0.0,43.69,1.22,90.06,0.0,0.8,0.6299999999999999,0.6299999999999999,-0.6666666666666666
,1548.61,2.48,175.98,0.0,7.26,2.28,6.91,12.28,15.18,269.06,8.56,13.56,3.54,0.05,14.0,6.76,213.02,0.72,0.03,0.0,199.09,15.37,46.46,0.0,0.38,,,-1.0
0.58,58.76,0.95,38.98,0.19,1.83,5.7,1.66,2.04,0.09,62.3,16.71,0.1,1.04,0.1,1.83,1.76,134.77,0.18,0.07,58.76,38.98,0.28,108.13,14.95,,1.1,1.1,-0.661764705882353
1.14,98.18,0.94,153.2,0.5,1.83,1.08,1.72,3.56,0.33,125.13,4.47,0.44,1.1,0.18,1.83,1.8,127.85,0.06,0.1,98.18,153.2,0.62,77.77,15.59,0.04,0.66,0.66,-0.4135802469135803
1.19,69.06,1.09,155.57,0.38,1.83,1.08,1.73,3.5,0.48,109.88,5.92,0.59,1.13,0.18,1.83,1.81,123.28,0.33,0.1,69.06,155.57,0.47,77.73,16.65,0.05,0.55,0.55,-0.27272727272727265
0.66,49.79,0.88,109.24,0.08,1.83,0.95,1.74,2.78,0.55,85.54,3.61,0.66,1.37,0.14,1.83,1.83,107.14,0.53,0.08,49.79,109.24,0.14,90.69,18.42,0.07,0.57,0.57,-0.1428571428571428
0.54,35.38,0.85,82.25,0.07,1.83,1.15,1.75,2.54,0.66,94.5,5.32,0.75,0.63,0.14,1.83,1.84,84.3,-0.07,0.07,35.38,82.25,0.03,98.18,18.34,0.0,0.6599999999999999,0.6599999999999999,-0.18045112781954886
0.73,49.11,0.76,129.37,0.16,1.83,0.95,1.75,2.99,0.4,76.27,33.05,0.55,0.5,0.12,1.83,1.84,105.54,0.04,0.09,49.11,129.37,0.23,86.82,18.31,,0.5,0.5,-0.2184873949579831
0.71,46.21,0.76,123.67,0.22,1.83,0.95,1.76,2.89,0.33,67.07,11.18,0.46,0.89,0.09,1.83,1.86,86.31,0.29,0.08,46.21,123.67,0.28,89.92,18.01,,0.5499999999999999,0.5499999999999999,-0.34453781512605036
0.72,49.64,0.75,128.55,0.28,1.83,0.95,1.76,2.89,0.29,68.77,15.72,0.42,0.66,0.1,1.83,1.86,88.8,0.3,0.09,49.64,128.55,0.33,87.79,18.02,,0.5499999999999999,0.5499999999999999,-0.36974789915966383
1.19,169.14,1.02,177.34,0.73,1.83,1.84,1.78,3.37,0.27,32.27,19.19,0.2,0.7,0.12,1.83,1.9,39.79,0.07,0.1,169.14,177.34,1.0,61.78,10.54,,0.8999999999999999,0.8999999999999999,-0.7567567567567568
1.45,92.6,1.11,180.07,0.02,1.83,1.53,1.76,3.33,0.65,43.52,31.0,0.93,0.97,0.12,1.83,1.87,27.69,0.37,0.1,92.6,180.07,0.1,71.54,16.18,,0.59,0.59,-0.38888888888888884
1.29,42.26,1.93,197.73,0.53,1.83,2.56,1.73,4.02,0.39,100.14,6.37,0.54,1.32,0.19,1.83,1.81,81.21,0.12,0.13,42.26,197.73,0.59,63.69,15.43,0.06,0.43999999999999995,0.43999999999999995,-0.26543209876543217
2.71,651.12,1.76,91.91,3.81,3.59,1.66,2.84,3.95,0.22,243.52,11.73,0.32,0.61,0.02,3.59,3.23,102.6,-0.03,0.04,500.0,91.91,2.04,98.93,0.0,0.07,,,-1.0
0.0,633.09,3.29,0.0,0.0,0.0,3.1,0.0,8.61,0.67,76.61,5.87,0.0,1.09,,10.23,0.0,52.36,0.0,,0.0,146.53,1.48,,,0.04,,,
0.0,747.24,6.44,0.0,0.0,0.0,4.2,0.0,8.0,1.18,108.35,5.27,0.0,4.3,,10.23,0.0,27.92,0.63,,0.0,273.84,3.24,,,0.21,,,
1.53,550.38,4.63,150.6,1.25,2.3,4.51,2.24,8.36,0.98,96.58,10.94,1.79,1.96,0.06,10.23,2.42,20.79,0.25,0.02,500.0,130.69,1.25,67.48,0.0,0.04,1.38,1.38,0.11999999999999995
,755.78,11.11,0.0,0.0,0.0,8.99,0.0,5.32,0.58,39.08,10.02,0.0,1.59,,0.35,0.0,19.99,0.15,,0.0,372.51,1.61,,,,,,
,792.73,19.16,0.0,0.0,0.0,15.72,0.0,5.46,0.32,32.44,8.95,0.0,2.68,,0.35,0.0,27.29,-1.49,,0.0,410.21,2.48,,,0.48,,,
